"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
2007,"IL","Illinois",12852548,68528,752,4103,NA,23100,40573,377322,75524,267911,33887,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2007"
2007,"IN","Indiana",6345289,21310,350,1738,NA,7845,11377,213887,46485,147999,19403,NA
2007,"KS","Kansas",2775997,12730,106,1287,NA,2022,9315,102961,20461,73900,8600,NA
2007,"KY","Kentucky",4241474,12329,206,1365,NA,4068,6690,107987,27820,71489,8678,NA
2007,"LA","Louisiana",4293204,31789,625,1427,NA,6316,23421,180516,46932,118291,15293,NA
2007,"MA","Massachusetts",6449755,28487,187,1643,NA,7021,19636,154743,35767,103925,15051,NA
2007,"MD","Maryland",5618344,36063,554,1179,NA,13258,21072,192796,37095,127308,28393,NA
2007,"ME","Maine",1317207,1565,20,392,NA,349,804,32249,6745,24228,1276,NA
2007,"MI","Michigan",10071822,53765,661,4592,NA,13365,35147,308550,75273,191289,41988,NA
2007,"MN","Minnesota",5197621,15054,116,1873,NA,4770,8295,158257,29717,115892,12648,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2007,"MO","Missouri",5878415,32962,367,1785,NA,7728,23082,225113,44897,156319,23897,NA
2007,"MS","Mississippi",2918785,8502,202,1033,NA,2896,4371,90887,27223,56473,7191,NA
2007,"MT","Montana",957861,3638,27,363,NA,233,3015,27837,3476,22315,2046,NA
2007,"NC","North Carolina",9061032,42231,584,2386,NA,13534,25727,369893,108700,233241,27952,NA
2007,"ND","North Dakota",639715,1343,17,252,NA,75,999,12796,2314,9500,982,NA
2007,"NE","Nebraska",1774571,5524,71,550,NA,1115,3788,55765,9035,41484,5246,NA
2007,"NH","New Hampshire",1315828,1896,12,357,NA,451,1076,26394,5074,19909,1411,NA
2007,"NJ","New Jersey",8685920,28544,381,1032,NA,12567,14564,192338,37234,133145,21959,NA
2007,"NM","New Mexico",1969915,13311,183,1028,NA,2323,9777,75168,20823,45442,8903,NA
2007,"NV","Nevada",2565382,19365,193,1096,NA,6938,11138,97118,24911,49844,22363,NA
2007,"NY","New York",19297729,79962,805,2928,NA,31085,45144,383624,64914,290681,28029,NA
2007,"OH","Ohio",11466917,40759,529,4661,NA,18351,17218,397681,99049,264677,33955,NA
2007,"OK","Oklahoma",3617316,18234,224,1565,NA,3392,13053,128714,34367,80747,13600,NA
2007,"OR","Oregon",3747455,11015,76,1276,NA,2864,6799,132773,22979,95157,14637,NA
2007,"PA","Pennsylvania",12432792,51806,725,3443,NA,19440,28198,293850,56091,211248,26511,NA
2007,"RI","Rhode Island",1057832,2424,19,258,NA,760,1387,27576,5206,19175,3195,NA
2007,"SC","South Carolina",4407709,34630,364,1773,NA,6354,26139,189304,45398,126802,17104,NA
2007,"SD","South Dakota",796214,1926,31,433,NA,118,1344,13829,2647,10398,784,NA
2007,"TN","Tennessee",6156719,46482,405,2201,NA,11033,32843,252342,61817,168807,21718,NA
2007,"TX","Texas",23904380,122014,1419,8460,NA,38778,73357,985421,228320,663101,94000,NA
2007,"UT","Utah",2645330,6347,59,935,NA,1425,3928,93082,15594,68573,8915,NA
2007,"VA","Virginia",7712091,21035,415,1793,NA,7696,11131,191763,32028,145634,14101,NA
2007,"VT","Vermont",621254,802,13,128,NA,79,582,14702,3200,10853,649,NA
2007,"WA","Washington",6468424,21768,174,2653,NA,6079,12862,261776,52874,170782,38120,NA
2007,"WI","Wisconsin",5601640,16330,185,1227,NA,5480,9438,159305,27890,117957,13458,NA
2007,"WV","West Virginia",1812035,5016,65,388,NA,847,3716,45620,10822,31321,3477,NA
2007,"WY","Wyoming",522830,1344,21,172,NA,84,1067,15053,2365,11875,813,NA
2008,"USA","United States",304059724,1394461,16465,90750,NA,443563,843683,9774152,2228887,6586206,959059,NA
2008,"AK","Alaska",686293,4475,27,447,NA,645,3356,20090,3237,15225,1628,NA
2008,"AL","Alabama",4661900,21110,351,1618,NA,7346,11795,190416,50411,126539,13466,NA
2008,"AR","Arkansas",2855390,14649,165,1463,NA,2777,10244,110360,33912,69905,6543,NA
2008,"AZ","Arizona",6500180,31567,462,2200,NA,9809,19096,266653,58606,169460,38587,NA
2008,"CA","California",36756666,185329,2142,8903,NA,69388,104896,1080996,237811,650656,192529,NA
2008,"CO","Colorado",4939456,17480,165,2151,NA,3404,11760,139340,28054,97937,13349,NA
2008,"CT","Connecticut",3501252,10737,132,680,NA,4043,5882,87210,15107,63212,8891,NA
2008,"DC","District of Columbia",591833,8509,186,186,NA,4430,3707,30211,3788,19958,6465,"District of Columbia data include reports from the Zoological Police"
2008,"DE","Delaware",873092,6187,57,371,NA,1847,3912,31385,6783,22045,2557,NA
2008,"FL","Florida",18328340,126256,1168,5972,NA,36268,82848,758889,188472,506902,63515,NA
2008,"GA","Georgia",9685744,47353,640,2334,NA,17808,26571,387917,100564,247709,39644,NA
2008,"HI","Hawaii",1288198,3510,26,363,NA,1085,2036,45944,9404,31424,5116,NA
2008,"IA","Iowa",3002555,8651,77,937,NA,1249,6388,73273,16598,52299,4376,NA
2008,"ID","Idaho",1523816,3680,23,579,NA,239,2839,31940,6748,23532,1660,NA
2008,"IL","Illinois",12901563,67780,790,4118,NA,24054,38818,378355,78968,266815,32572,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2008"
2008,"IN","Indiana",6376792,21525,322,1711,NA,7580,11912,213639,48805,147334,17500,NA
2008,"KS","Kansas",2802134,11554,113,1226,NA,1681,8534,94882,19651,67826,7405,NA
2008,"KY","Kentucky",4269245,12690,201,1457,NA,4080,6952,114492,29556,77279,7657,NA
2008,"LA","Louisiana",4410796,29613,544,1250,NA,6241,21578,171179,45524,112091,13564,NA
2008,"MA","Massachusetts",6497967,30137,166,1751,NA,7077,21143,155919,36251,106913,12755,NA
2008,"MD","Maryland",5633597,35393,493,1127,NA,13203,20570,198165,38849,133983,25333,NA
2008,"ME","Maine",1316456,1572,31,379,NA,333,829,32433,6559,24695,1179,NA
2008,"MI","Michigan",10003422,51512,554,4507,NA,13246,33205,295100,74787,184558,35755,NA
2008,"MN","Minnesota",5220393,13853,110,1805,NA,4179,7759,149517,26558,112764,10195,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2008,"MO","Missouri",5911605,29701,456,1612,NA,7395,20238,216522,45763,150002,20757,NA
2008,"MS","Mississippi",2938618,8942,236,958,NA,3079,4669,85488,25506,53730,6252,NA
2008,"MT","Montana",967440,3013,40,358,NA,204,2411,26300,3689,20834,1777,NA
2008,"NC","North Carolina",9222414,43125,599,2296,NA,14323,25907,372763,111556,234480,26727,NA
2008,"ND","North Dakota",641481,1441,11,331,NA,73,1026,13029,2336,9782,911,NA
2008,"NE","Nebraska",1783432,5570,69,601,NA,1297,3603,51350,8731,38394,4225,NA
2008,"NH","New Hampshire",1315809,2054,14,385,NA,421,1234,28387,4266,22714,1407,NA
2008,"NJ","New Jersey",8682661,28351,376,1122,NA,12701,14152,199127,40402,138545,20180,NA
2008,"NM","New Mexico",1984356,12967,161,1118,NA,2151,9537,75718,20706,46995,8017,NA
2008,"NV","Nevada",2600167,18973,165,1106,NA,6486,11216,90006,24254,49814,15938,NA
2008,"NY","New York",19490297,77546,836,2798,NA,31787,42125,388599,65544,297962,25093,NA
2008,"OH","Ohio",11485910,40436,547,4531,NA,18706,16652,391667,102428,260788,28451,NA
2008,"OK","Oklahoma",3642361,19359,215,1471,NA,3698,13975,126535,35247,80265,11023,NA
2008,"OR","Oregon",3790060,9909,87,1183,NA,2656,5983,125169,21115,92677,11377,NA
2008,"PA","Pennsylvania",12448279,51044,705,3485,NA,18873,27981,300294,58687,219115,22492,NA
2008,"RI","Rhode Island",1050788,2656,31,282,NA,880,1463,29895,5766,20926,3203,NA
2008,"SC","South Carolina",4479800,32746,307,1686,NA,6595,24158,189950,45964,126316,17670,NA
2008,"SD","South Dakota",804194,2227,37,562,NA,134,1494,13867,2683,10266,918,NA
2008,"TN","Tennessee",6214888,44913,412,2078,NA,10804,31619,251089,65093,166793,19203,NA
2008,"TX","Texas",24326974,123585,1370,8055,NA,37739,76421,969865,230046,654435,85384,NA
2008,"UT","Utah",2736424,6165,41,915,NA,1421,3788,92373,14766,70299,7308,NA
2008,"VA","Virginia",7769089,20031,370,1794,NA,7470,10397,196726,32188,151191,13347,NA
2008,"VT","Vermont",621270,854,17,133,NA,93,611,15903,3515,11802,586,NA
2008,"WA","Washington",6549224,21888,193,2653,NA,6419,12623,249283,53136,167013,29134,NA
2008,"WI","Wisconsin",5627967,15507,146,1128,NA,5163,9070,155456,27459,116456,11541,NA
2008,"WV","West Virginia",1814468,5006,67,389,NA,896,3654,45971,10840,31967,3164,NA
2008,"WY","Wyoming",532668,1330,12,185,NA,87,1046,14515,2198,11584,733,NA
2009,"USA","United States",307006550,1325896,15399,89241,NA,408742,812514,9337060,2203313,6338095,795652,NA
2009,"AK","Alaska",698473,4424,22,513,NA,654,3235,20538,3600,15251,1687,NA
2009,"AL","Alabama",4708708,21194,322,1504,NA,6265,13103,178007,48844,118072,11091,NA
2009,"AR","Arkansas",2889450,14905,179,1378,NA,2576,10772,109078,34753,68228,6097,NA
2009,"AZ","Arizona",6595778,28128,380,2279,NA,8199,17270,236721,54308,155976,26437,NA
2009,"CA","California",36961664,174934,1972,8713,NA,64093,100156,1009433,230198,615402,163833,NA
2009,"CO","Colorado",5024748,17022,159,2269,NA,3371,11223,134196,26637,95079,12480,NA
2009,"CT","Connecticut",3518288,10588,106,657,NA,4001,5824,82625,15172,59992,7461,NA
2009,"DC","District of Columbia",599657,8089,145,150,NA,4404,3390,28495,3696,19267,5532,NA
2009,"DE","Delaware",885122,5713,41,395,NA,1680,3597,29685,6943,20836,1906,NA
2009,"FL","Florida",18537969,113541,1017,5501,NA,30911,76112,712010,181884,479867,50259,NA
2009,"GA","Georgia",9829211,42073,566,2323,NA,14631,24553,360985,98606,229216,33163,NA
2009,"HI","Hawaii",1295178,3550,23,385,NA,1030,2112,47516,9244,33415,4857,NA
2009,"IA","Iowa",3007856,8485,38,890,NA,1201,6356,70080,16419,49757,3904,NA
2009,"ID","Idaho",1545801,3805,24,575,NA,254,2952,31220,6682,23066,1472,NA
2009,"IL","Illinois",12910409,64185,773,3901,NA,22923,36588,353347,77850,248821,26676,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2009"
2009,"IN","Indiana",6423113,21455,312,1621,NA,7347,12175,199907,48880,137190,13837,NA
2009,"KS","Kansas",2818747,11460,125,1179,NA,1786,8370,90930,19473,65499,5958,NA
2009,"KY","Kentucky",4314113,11000,184,1531,NA,3642,5643,108914,29880,72938,6096,NA
2009,"LA","Louisiana",4492076,28878,529,1351,NA,6150,20848,172619,46928,114102,11589,NA
2009,"MA","Massachusetts",6593587,30503,173,1734,NA,7467,21129,153178,34515,106799,11864,NA
2009,"MD","Maryland",5699478,33625,440,1156,NA,12007,20022,182295,36905,125771,19619,NA
2009,"ME","Maine",1318301,1580,26,375,NA,399,780,31706,6729,23955,1022,NA
2009,"MI","Michigan",9969727,49825,623,4524,NA,12427,32251,284019,76046,178628,29345,NA
2009,"MN","Minnesota",5266214,12874,74,1789,NA,3619,7392,139286,25580,105160,8546,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2009,"MO","Missouri",5987580,29513,387,1606,NA,7437,20083,201783,43591,140764,17428,NA
2009,"MS","Mississippi",2951996,8451,194,991,NA,2969,4297,87327,29559,52329,5439,NA
2009,"MT","Montana",974989,2798,32,357,NA,228,2181,24826,3686,19528,1612,NA
2009,"NC","North Carolina",9380884,37946,489,2306,NA,11825,23326,343707,107830,215923,19954,NA
2009,"ND","North Dakota",646844,1723,12,296,NA,107,1308,12813,2426,9474,913,NA
2009,"NE","Nebraska",1796619,5199,41,617,NA,1220,3321,49731,8726,37496,3509,NA
2009,"NH","New Hampshire",1324575,2125,11,399,NA,454,1261,28790,4915,22748,1127,NA
2009,"NJ","New Jersey",8707739,27113,319,1041,NA,11639,14114,180752,36945,128303,15504,NA
2009,"NM","New Mexico",2009671,12709,198,1069,NA,1932,9510,74639,21955,46182,6502,NA
2009,"NV","Nevada",2643085,18639,156,1024,NA,6028,11431,80976,22115,46463,12398,NA
2009,"NY","New York",19541453,75110,781,2582,NA,28141,43606,377537,62769,292897,21871,NA
2009,"OH","Ohio",11542645,38305,527,4119,NA,17670,15989,376446,104009,249777,22660,NA
2009,"OK","Oklahoma",3687050,18560,234,1535,NA,3358,13433,132350,38071,83813,10466,NA
2009,"OR","Oregon",3825657,9968,88,1202,NA,2499,6179,114780,19739,85064,9977,NA
2009,"PA","Pennsylvania",12604767,48188,664,3626,NA,17504,26394,277182,54772,204588,17822,NA
2009,"RI","Rhode Island",1053209,2678,32,296,NA,785,1565,27558,5753,19403,2402,NA
2009,"SC","South Carolina",4561242,30799,305,1663,NA,5753,23078,178310,45443,119250,13617,NA
2009,"SD","South Dakota",812383,1777,30,501,NA,117,1129,14378,2621,10891,866,NA
2009,"TN","Tennessee",6296254,41933,468,2019,NA,9653,29793,237157,63832,158309,15016,NA
2009,"TX","Texas",24782302,121684,1330,8311,NA,38022,74021,995082,240058,678455,76569,NA
2009,"UT","Utah",2784572,5998,39,941,NA,1304,3714,91751,15258,69556,6937,NA
2009,"VA","Virginia",7882590,18195,370,1572,NA,6342,9911,194020,31956,150374,11690,NA
2009,"VT","Vermont",621760,837,8,132,NA,111,586,15010,3471,11090,449,NA
2009,"WA","Washington",6664195,22412,190,2583,NA,6711,12928,245215,53047,168421,23747,NA
2009,"WI","Wisconsin",5654774,14650,146,1118,NA,4904,8482,147692,26813,111947,8932,NA
2009,"WV","West Virginia",1819777,5554,84,470,NA,914,4086,46215,12005,31453,2757,NA
2009,"WY","Wyoming",544270,1196,11,172,NA,78,935,14243,2176,11310,757,NA
2010,"USA","United States",309330219,1251248,14722,85593,NA,369089,781844,9112625,2168459,6204601,739565,NA
2010,"AK","Alaska",714146,4537,31,533,NA,594,3379,20259,3105,15535,1619,NA
2010,"AL","Alabama",4785401,18363,275,1355,NA,4864,11869,168828,42484,115564,10780,NA
2010,"AR","Arkansas",2921588,14711,134,1321,NA,2369,10887,103820,32463,65796,5561,NA
2010,"AZ","Arizona",6413158,26528,408,2191,NA,6953,16976,226802,50932,154137,21733,NA
2010,"CA","California",37338198,164133,1809,8331,NA,58116,95877,981939,228857,600558,152524,NA
2010,"CO","Colorado",5047692,16339,129,2230,NA,3164,10816,135001,26196,97534,11271,NA
2010,"CT","Connecticut",3575498,10083,133,595,NA,3553,5802,78259,15145,56413,6701,NA
2010,"DC","District of Columbia",604912,8026,132,187,NA,4325,3382,28802,4233,19514,5055,NA
2010,"DE","Delaware",899792,5608,51,326,NA,1839,3392,31078,7550,21593,1935,NA
2010,"FL","Florida",18838613,101969,987,5373,NA,26086,69523,669035,169119,458454,41462,NA
2010,"GA","Georgia",9712157,39068,555,2107,NA,12372,24034,353449,96947,226161,30341,NA
2010,"HI","Hawaii",1363359,3603,25,377,NA,1065,2136,45667,8706,31681,5280,NA
2010,"IA","Iowa",3050202,8191,38,883,NA,1012,6258,68740,16746,48194,3800,NA
2010,"ID","Idaho",1571102,3464,22,533,NA,213,2696,31436,6513,23594,1329,NA
2010,"IL","Illinois",12841980,57132,704,3066,NA,20386,32976,349064,77472,242681,28911,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2010"
2010,"IN","Indiana",6490622,20983,268,1760,NA,6559,12396,199274,48570,137204,13500,NA
2010,"KS","Kansas",2859143,10602,97,1146,NA,1538,7821,89109,19315,63774,6020,NA
2010,"KY","Kentucky",4347223,10604,188,1438,NA,3748,5230,111170,30443,74488,6239,NA
2010,"LA","Louisiana",4545343,25241,500,1230,NA,5297,18214,165667,45437,110260,9970,NA
2010,"MA","Massachusetts",6555466,30737,214,1784,NA,6897,21842,154496,37903,105124,11469,NA
2010,"MD","Maryland",5785681,31607,426,1228,NA,11054,18899,173309,36704,118578,18027,NA
2010,"ME","Maine",1327379,1621,24,389,NA,412,796,32900,7364,24547,989,NA
2010,"MI","Michigan",9877143,48693,580,4733,NA,11522,31858,271501,74345,169748,27408,NA
2010,"MN","Minnesota",5310658,12515,96,1798,NA,3388,7233,136431,24415,103429,8587,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2010,"MO","Missouri",5995715,27440,420,1445,NA,6185,19390,200858,44197,140526,16135,NA
2010,"MS","Mississippi",2970072,7999,204,931,NA,2777,4087,88596,30453,52784,5359,NA
2010,"MT","Montana",990958,2733,25,332,NA,154,2222,25409,3692,20166,1551,NA
2010,"NC","North Carolina",9560234,34679,474,2002,NA,9620,22583,329202,102826,208057,18319,NA
2010,"ND","North Dakota",674629,1548,10,245,NA,90,1203,12010,2000,9137,873,NA
2010,"NE","Nebraska",1830141,5093,54,674,NA,1020,3345,48827,8318,36896,3613,NA
2010,"NH","New Hampshire",1316807,2204,13,411,NA,450,1330,29230,5444,22789,997,NA
2010,"NJ","New Jersey",8799593,27055,371,981,NA,11818,13885,183042,38732,128754,15556,NA
2010,"NM","New Mexico",2065913,12147,140,959,NA,1616,9432,70776,21023,44503,5250,NA
2010,"NV","Nevada",2704283,17929,158,965,NA,5298,11508,75004,22286,42533,10185,NA
2010,"NY","New York",19395206,76492,868,2797,NA,28630,44197,379710,65839,293232,20639,NA
2010,"OH","Ohio",11537968,36306,479,3730,NA,16486,15611,376836,107125,248581,21130,NA
